Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Joey Ortiz","MIL",136.716,529.958,481.144,115.721,79.5287,23.7048,2.59889,9.88905,57.7894,52.7307,36.8764,0.285566,92.3724,4.3314,3.90847,3.69785,10.8524,12.8145,3.61465,0.240513,0.0695837,0.174301,0.399215,0.298197,0.362243,0.290032,0.66044,0.12173,5.23404,0.276476,0.468095,0.287467,52.7124,-9.90626,85.021,0.755562,-0.0560414,-8.652882933616638,6.273406855762005,1.56051,397.8999938964844,4.11094,-1.07372,0.565628,4.11094,1.07372,4.24583,485.8,3.545985401,485.8,3.545985401,,,,,,,,,,,,,,,,,,,"Joey Ortiz","25493",687401
"Ernie Clement","TOR",136.178,535.364,499.743,132.287,93.4271,26.3709,2.3872,10.1023,60.4863,55.1339,23.4966,0.787137,56.8871,3.74791,4.31368,4.06264,8.93377,8.42499,2.86934,0.264711,0.0438891,0.106259,0.413039,0.300267,0.387679,0.298258,0.687945,0.122968,4.56123,0.279557,0.516222,-0.281484,56.8255,-6.4319,90.606,0.234738,-0.525506,-5.692744553089142,1.7587532997131348,1.48275,285.4800109863281,3.8045,0.22651,0.738109,3.8045,-0.22651,4.01585,507.8,3.733823529,507.8,3.733823529,,,,,,,,,,,,,,,,,,,"Ernie Clement","20352",676391
"Addison Barger","TOR",111.539,455.07,411.333,98.3582,57.2358,23.7227,0.906353,16.4934,54.8504,55.9925,36.4968,1.9155,110.259,3.6869,2.74718,0.805725,6.89993,3.7993,1.09287,0.239121,0.0802005,0.242291,0.33101,0.304981,0.421492,0.313518,0.726473,0.182372,3.69372,0.284918,-0.0905435,-0.318175,53.9409,0.170939,101.118,-0.408718,-0.209564,0.19098743796348572,-2.6792302429676056,1.34792,212.05999755859375,2.4454,-1.59356,0.229345,2.4454,1.59356,4.69421,488.3,4.359821428,488.3,4.359821428,,,,,,,,,,,,,,,,,,,"Addison Barger","24598",680718
"Jared Triolo","PIT",124.283,506.567,446.545,107.317,74.8876,21.4278,1.84596,9.15578,55.5295,45.7209,50.2867,0.661821,116.58,4.24448,3.43274,2.05805,7.01406,13.1795,3.33087,0.240328,0.0992695,0.230138,0.431348,0.320803,0.358092,0.301414,0.678895,0.117764,4.87854,0.302741,-0.343522,0.421832,55.0672,-4.78765,90.1802,0.0783105,-0.142907,-5.817389041185379,2.052334040403366,1.33912,406.45001220703125,3.19655,-0.863266,0.697089,3.19655,0.863266,4.07055,487.4,3.930645161,487.4,3.930645161,,,,,,,,,,,,,,,,,,,"Jared Triolo","25807",669707
"Josh Smith","TEX",112.027,452.193,396.334,94.7866,65.5742,19.2339,1.36136,8.61715,51.2042,40.0555,41.8161,1.00062,86.0844,8.98471,2.74375,2.31423,7.06937,8.08333,2.32521,0.239158,0.0924739,0.190371,0.485757,0.323615,0.359784,0.3038,0.683399,0.120626,4.61425,0.283102,-0.094852,-0.0972144,50.032,-3.39806,95.2253,-0.192066,-1.33317,-2.7367787063121796,-0.706792414188385,1.24005,350.4800109863281,1.35098,1.3777,0.615983,1.35098,-1.3777,4.17869,444,3.964285714,444,3.964285714,,,,,,,,,,,,,,,,,,,"Josh Smith","26396",669701
"Casey Schmitt","SFG",100.01,396.884,361.058,85.5901,54.0757,16.835,1.00598,13.6735,41.9314,44.5056,26.8358,0.854498,93.2412,4.63969,3.03896,1.31126,6.64554,2.01481,0.891535,0.237053,0.0676162,0.234933,0.28781,0.295939,0.402864,0.302904,0.698803,0.165811,3.24349,0.279633,-0.0193582,-0.521276,43.624,-3.2709,92.7877,-0.540635,0.521513,-3.923797845840454,1.8032835721969604,1.15733,479.739990234375,1.45167,0.268217,0.539154,1.45167,-0.268217,4.28113,404.2,4.042,404.2,4.042,,,,,,,,,,,,,,,,,,,"Casey Schmitt","27577",669477
"Marcelo Mayer","BOS",120.995,462.508,422.39,102.872,64.5755,24.6206,1.66249,12.0134,52.5391,50.8982,33.1797,1.39326,112.978,2.5992,3.4235,0.915473,7.51551,6.04198,2.40417,0.243547,0.0717387,0.244273,0.293682,0.300375,0.395032,0.301548,0.695407,0.151485,4.23458,0.302034,0.373585,-0.429464,50.3279,-4.32095,88.073,-0.0558795,-0.155874,-6.5575022250413895,1.8568363785743713,1.14775,370.8699951171875,3.2205,-0.871502,0.329021,3.2205,0.871502,4.5613,465.3,3.845454545,465.3,3.845454545,,,,,,,,,,,,,,,,,,,"Marcelo Mayer","29668",691785
"Brooks Lee","MIN",132.635,532.99,490.397,118.496,80.7335,22.2578,1.57532,13.9289,55.2712,60.2173,34.3123,1.12221,91.9843,3.15868,4.23633,0.88532,11.2938,4.74688,1.31299,0.241632,0.0643771,0.172582,0.373024,0.293113,0.378654,0.29231,0.671767,0.137022,3.82352,0.269002,-0.593083,-0.361256,53.9998,-8.97708,85.1474,-0.95434,-3.13053,-10.284592151641846,2.914795160293579,1.12286,323.7699890136719,3.66139,-0.359223,0.186535,3.66139,0.359223,4.75129,495.3,3.72406015,495.3,3.72406015,,,,,,,,,,,,,,,,,,,"Brooks Lee","31595",686797
"Zach McKinstry","DET",109.835,427.573,383.408,89.3986,58.826,16.9411,5.22898,8.40243,49.744,38.8895,35.6566,0.468729,93.2181,4.31844,3.10148,1.08912,4.76696,14.4302,3.78956,0.233169,0.0833929,0.218017,0.382507,0.303349,0.370376,0.2957,0.673725,0.137207,6.72778,0.284308,0.393726,0.684996,44.4963,-6.02476,87.9898,1.07872,-0.727728,-4.973770022392273,0.5845117568969727,1.05659,337.3900146484375,2.14005,0.503347,0.898273,2.14005,-0.503347,3.8023,403.8,3.67090909,403.8,3.67090909,,,,,,,,,,,,,,,,,,,"Zach McKinstry","19392",656716
"Sal Stewart","CIN",119.403,466.498,420.606,110.093,68.6662,22.7523,0.808354,17.8664,57.545,60.6747,38.3189,0.702628,94.5408,3.89187,3.11912,0.561668,8.59823,6.01408,2.00203,0.261749,0.0821418,0.202661,0.405316,0.326878,0.447121,0.334412,0.773999,0.185372,3.85309,0.296247,0.0361799,-0.344384,63.2093,8.08904,109.788,-0.308204,-0.666364,5.103636264801025,-10.72999507188797,1.01229,216.25999450683594,5.87952,-1.83482,0.487553,5.87952,1.83482,4.34993,568.4,4.776470588,568.4,4.776470588,,,,,,,,,,,,,,,,,,,"Sal Stewart","31505",701398
