Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Trey Gibson","BAL",0.434395,0.608707,0.458376,4.44202,1.31864,1.31864,0,0,0,6.76892,29.2156,6.78344,3.63136,3.34086,0.865257,2.47835,0.0485092,0.256294,5.83985,7.76471,3.29523,2.35634,1.15045,0.199888,0.0848297,0.11505819857120514,0.256163,1.36828,0.299263,0.699394,,,4.28341,0.0781692,0.0260711,999,1.52108,0.451296,1.38861,1.52108,-0.451296,3.14852,27.3,3.9,28,4,,,,,,,,,,,,,,,,,,,"Trey Gibson","sa3023250",694346
"Mason Black","KCR",1.41528,2.57202,1.00826,4.7592,21.7313,3.08278,0,0.620344,0,38.4162,167.957,38.5625,22.081,20.3145,5.79419,15.7292,0.424144,1.87365,31.8644,7.46506,3.68498,2.02581,1.35744,0.189718,0.0936505,0.09606746584177017,0.256479,1.41325,0.290769,0.697506,,,4.81162,0.0775188,-0.0487244,999,2.58699,-1.37283,0.8165,2.58699,1.37283,3.91133,119.99999999999997,3.1578947368421044,126,3.3157894736842106,,,,,,,,,,,,,,,,,,,"Mason Black","30171",696131
"Nabil Crismatt","TEX",0.488178,0.40227,0.342487,3.81198,2.00912,1.03288,0.000896517,0.036754,0,7.49666,32.0301,8.18607,3.45134,3.17523,0.927918,1.85196,0,0.172097,4.37541,5.25283,2.22335,2.36258,1.114,0.136603,0.0578194,0.07878352701663971,0.272814,1.339,0.29382,0.753717,,,4.38693,0.0660205,0.117345,999,0.218586,-2.28434,1.41807,0.218586,2.28434,3.10924,20.7,2.957142857142857,24,3.4285714285714284,,,,,,,,,,,,,,,,,,,"Nabil Crismatt","17732",622503
"Jack Wenninger","NYM",0.472209,0.674631,0.410141,4.45535,1.43734,1.43734,0,0,0,7.41017,31.674,7.32442,3.98731,3.66832,1.06467,2.57171,0.0533472,0.214274,6.03797,7.33339,3.12346,2.34784,1.29309,0.190628,0.081193,0.10943549126386642,0.253545,1.33548,0.287337,0.702963,,,4.50119,0.0625327,0.036766,999,1.50527,0.321049,1.3847,1.50527,-0.321049,3.15373,24.3,3.4714285714285715,25,3.5714285714285716,,,,,,,,,,,,,,,,,,,"Jack Wenninger","sa3023282",811307
"Carson Spiers","CIN",0.469869,0.600327,0.651844,5.54945,2.03954,1.26358,0,0,0,8.78879,39.4598,10.1828,5.89046,5.41922,1.57151,3.12396,0,0.577698,7.65872,7.84278,3.19903,2.45161,1.60927,0.194089,0.0791681,0.11492110043764114,0.284768,1.51406,0.324612,0.667735,,,4.98034,0.0604281,-0.0181737,999,0.777994,-0.900776,1.28766,0.777994,0.900776,3.28312,20.000000000000007,2.222222222222223,23,2.5555555555555554,,,,,,,,,,,,,,,,,,,"Carson Spiers","27685",686730
"Pete Hansen","STL",0.150562,0.714538,0.491952,4.64656,1.5125,1.5125,0,0,0,7.82971,34.031,8.51251,4.39387,4.04236,1.0745,2.52785,0.0547475,0.206134,5.19592,5.97254,2.90568,2.05547,1.2351,0.152682,0.0742809,0.07840128242969513,0.271991,1.41006,0.297205,0.696985,,,4.63949,0.0589564,0.0984272,999,1.44119,0.947477,1.39303,1.44119,-0.947477,3.14263,24.500000000000007,3.062500000000001,28,3.5,,,,,,,,,,,,,,,,,,,"Pete Hansen","sa3020798",677337
"Leandro Lopez","TEX",0.422312,0.628633,0.421001,4.64715,1.31608,1.31608,0,0,0,6.76892,29.4795,6.51766,3.79906,3.49513,0.92669,3.05142,0.0518234,0.212872,5.7389,7.63048,4.05719,1.88073,1.23213,0.194674,0.10351,0.09116420149803162,0.248621,1.41368,0.285989,0.697561,,,4.66596,0.0538843,0.026222,999,1.3664,1.22001,1.37747,1.3664,-1.22001,3.16337,24.3,3.4714285714285715,25,3.5714285714285716,,,,,,,,,,,,,,,,,,,"Leandro Lopez","sa3016748",699214
"Landon Knack","LAD",1.58464,1.6198,1.05514,4.79734,13.7193,3.37573,0.0246877,0.644619,0,29.6871,127.264,28.5307,17.2004,15.8244,5.24059,11.2105,0.257959,1.13344,26.5203,8.03992,3.39859,2.36567,1.58875,0.208387,0.0880883,0.1202990934252739,0.248265,1.33867,0.280066,0.69561,,,4.89074,0.0531788,0.0396555,999,1.51094,0.643472,0.960815,1.51094,-0.643472,3.71891,107.1,3.57,107,3.566666666666667,,,,,,,,,,,,,,,,,,,"Landon Knack","27487",689017
"Thomas Harrington","PIT",0.919935,1.43663,0.957173,4.90965,8.66182,2.63685,0.228175,0.3679,0,21.292,91.675,21.979,12.6251,11.6151,3.35035,6.93272,0.205895,0.803601,16.8421,7.11906,2.93042,2.42936,1.41617,0.183715,0.0756228,0.10809251666069031,0.261846,1.35787,0.292231,0.672409,,,4.68874,0.0506458,-0.0155727,749.8400268554688,1.90803,-0.698511,1.13355,1.90803,0.698511,3.48859,71.3,3.395238095238095,76,3.619047619047619,,,,,,,,,,,,,,,,,,,"Thomas Harrington","31989",802419
"Ben Kudrna","KCR",0.516328,1.05202,0.443862,4.67072,8.44429,1.62291,0,0.68028,0,14.3649,63.4016,14.877,8.10318,7.45493,1.83805,6.08823,0.220177,0.634535,11.2451,7.04537,3.81445,1.84702,1.15159,0.177363,0.0960265,0.08133649080991745,0.262479,1.45948,0.299089,0.69933,,,4.6369,0.0503356,0.0183592,999,1.50456,1.17677,1.24607,1.50456,-1.17677,3.33858,45,3.2142857142857144,49,3.5,,,,,,,,,,,,,,,,,,,"Ben Kudrna","sa3018253",695667
"Tony Gonsolin",,1.93056,0.748733,0.43886,4.31645,4.65375,3.58726,0,0,0,18.3552,77.5132,14.7882,9.56875,8.80325,3.3351,7.79999,0.0318461,1.51128,17.6779,8.6679,3.82452,2.2664,1.63528,0.228063,0.100628,0.12743543088436127,0.21683,1.23062,0.242708,0.72657,,,5.09285,0.0501966,0.112026,747.8699951171875,2.02526,1.58133,1.17836,2.02526,-1.58133,3.42885,63.30000000000001,3.5166666666666675,57,3.1666666666666665,,,,,,,,,,,,,,,,,,,"Tony Gonsolin","19388",664062
"Randy Dobnak","SEA",0.310542,0.851915,0.445368,4.3248,8.77851,1.65263,0,0.404451,0,15.9308,69.3309,15.9515,8.32093,7.65526,1.93037,6.30418,0.340786,0.716687,11.676,6.59631,3.56151,1.85211,1.09055,0.16841,0.0909289,0.07748135924339294,0.256002,1.39702,0.287887,0.712659,,,4.56666,0.0497171,0.121431,999,2.15267,-1.06517,1.28848,2.15267,1.06517,3.28203,55.20000000000001,3.4500000000000006,57,3.5625,,,,,,,,,,,,,,,,,,,"Randy Dobnak","23798",677976
"Sam Aldegheri","LAA",2.05356,3.25724,1.77554,4.98745,18.8703,6.21976,0,0.755509,1.84955,46.4829,206.729,46.9257,27.9989,25.759,7.17649,21.1027,0.40495,3.43568,37.3037,7.22273,4.08589,1.76772,1.38951,0.180447,0.102079,0.07836838066577911,0.257563,1.46351,0.288643,0.690386,,,5.12086,0.0487568,-0.0794086,999,2.28517,0.924721,0.601421,2.28517,-0.924721,4.1981,138.10000000000008,3.00217391304348,145,3.152173913043478,,,,,,,,,,,,,,,,,,,"Sam Aldegheri","26443",691951
"Ryan Webb","CLE",0.158101,0.637723,0.423332,4.7104,1.31375,1.31375,0,0,0,6.85443,30.0744,6.95132,3.89941,3.58746,0.925855,2.73456,0.0490607,0.442166,5.34394,7.01669,3.59053,1.95422,1.21567,0.17769,0.0909263,0.0867638885974884,0.258435,1.41308,0.292102,0.689713,,,4.7222,0.0422679,0.027076,999,1.27659,1.81188,1.39729,1.27659,-1.81188,3.13695,22.3,3.185714285714286,23,3.2857142857142856,,,,,,,,,,,,,,,,,,,"Ryan Webb","sa3018280",669067
"Joe Elbis","ARI",0.438045,0.524126,0.50347,4.5123,3.32204,1.37701,0,0.169545,0,6.19656,26.0815,5.91415,3.3769,3.10675,0.860633,2.31218,0,0,5.62111,8.16421,3.35825,2.43109,1.25,0.215521,0.0886521,0.12686900049448013,0.248815,1.32756,0.292321,0.69066,,,4.24584,0.0413723,0.0630615,999,0,0,1.39753,0,0,3.13662,22.500000000000007,3.7500000000000013,23,3.8333333333333335,,,,,,,,,,,,,,,,,,,"Joe Elbis","sa3015216",692544
