,Name,OttoneuID,FG MajorLeagueID,FG MinorLeagueID,MLB Org,Position(s),Avg Salary,Median Salary,Min Salary,Max Salary,Last 10,Roster%
0,Shohei Ohtani,33600,19755.0,,LAD,Util/SP,$77.96,$77.50,$64,$89,$61.40,100.0
1,Aaron Judge,18312,15640.0,sa549847,NYY,OF,$72.00,$71.00,$60,$84,$56.20,100.0
2,Juan Soto,23717,20123.0,sa906282,NYM,OF,$68.92,$69.50,$59,$80,$68.90,100.0
3,Yordan Alvarez,23795,19556.0,sa943524,HOU,OF,$53.00,$52.00,$45,$66,$53.90,95.833
4,Ronald Acuña Jr.,23327,18401.0,sa877503,ATL,OF,$51.88,$50.00,$38,$72,$48.00,100.0
5,Fernando Tatis Jr.,23682,19709.0,sa919910,SDP,OF,$50.13,$52.00,$34,$59,$47.90,100.0
6,Vladimir Guerrero Jr.,18549,19611.0,sa920245,TOR,1B,$48.54,$48.00,$39,$59,$48.00,100.0
7,Bobby Witt Jr.,36668,25764.0,sa3011225,KCR,SS,$48.25,$47.50,$28,$68,$32.00,100.0
8,José Ramírez,18284,13510.0,sa598784,CLE,3B,$47.35,$47.00,$38,$60,$42.70,95.833
9,Paul Skenes,43894,33677.0,sa3023079,PIT,SP,$43.75,$42.00,$35,$60,$26.60,100.0
10,Kyle Tucker,18546,18345.0,sa874240,LAD,OF,$42.75,$42.50,$32,$57,$43.70,100.0
11,Kyle Schwarber,18347,16478.0,sa709545,PHI,OF,$41.79,$41.00,$25,$56,$35.30,100.0
12,Yoshinobu Yamamoto,44525,33825.0,sa3023345,LAD,SP,$41.54,$42.00,$31,$50,$37.40,100.0
13,Julio Rodriguez,33625,23697.0,sa3005720,SEA,OF,$40.96,$41.00,$29,$52,$43.40,95.833
14,Tarik Skubal,35204,22267.0,sa3007593,DET,SP,$40.17,$41.00,$23,$57,$17.60,100.0
15,Francisco Lindor,18122,12916.0,sa597754,NYM,SS,$39.79,$40.00,$31,$48,$35.20,100.0
16,Corey Seager,18216,13624.0,sa657913,TEX,SS,$39.68,$41.50,$27,$51,$35.10,91.667
17,Bryce Harper,14982,11579.0,sa548033,PHI,1B,$39.63,$40.00,$24,$56,$35.50,100.0
18,Mookie Betts,18276,13611.0,sa597889,LAD,SS,$36.23,$35.50,$17,$61,$33.20,91.667
19,Rafael Devers,18344,17350.0,sa828312,SFG,1B,$35.73,$37.00,$15,$53,$29.70,91.667
20,Gunnar Henderson,37806,26289.0,sa3011484,BAL,SS,$35.67,$34.50,$24,$54,$25.90,100.0
21,Pete Alonso,23859,19251.0,sa873981,BAL,1B,$35.42,$35.50,$27,$47,$34.10,100.0
22,Matt Olson,18386,14344.0,sa657863,ATL,1B,$35.21,$36.50,$20,$44,$32.00,100.0
23,Corbin Carroll,37182,25878.0,sa3010593,ARI,OF,$34.71,$35.50,$25,$54,$35.80,100.0
24,Freddie Freeman,5680,5361.0,sa390291,LAD,1B,$34.19,$33.00,$18,$48,$29.40,87.5
25,Trea Turner,18368,16252.0,sa599179,PHI,SS,$31.59,$32.50,$20,$43,$29.10,91.667
26,Austin Riley,22674,18360.0,sa874756,ATL,3B,$30.73,$31.00,$18,$48,$27.00,91.667
27,Max Fried,18164,13743.0,sa657860,NYY,SP,$30.17,$30.00,$21,$39,$26.00,100.0
28,Ketel Marte,18466,13613.0,sa597026,ARI,2B,$29.83,$29.50,$19,$40,$23.70,100.0
29,Manny Machado,14934,11493.0,sa548155,SDP,3B,$29.54,$28.00,$18,$46,$29.50,100.0
30,Seiya Suzuki,40927,30116.0,sa3018052,CHC,OF,$27.55,$28.50,$18,$34,$28.10,91.667
31,Framber Valdez,22426,17295.0,sa873146,DET,SP,$27.09,$26.00,$19,$40,$32.30,95.833
32,Elly De La Cruz,36338,26668.0,sa3009289,CIN,SS,$26.75,$25.50,$19,$43,$21.50,100.0
33,Logan Webb,21015,17995.0,sa828873,SFG,SP,$26.46,$25.50,$16,$45,$31.40,100.0
34,Zack Wheeler,15962,10310.0,sa500722,PHI,SP,$26.33,$26.50,$16,$37,$25.50,100.0
35,Mike Trout,6305,10155.0,sa500736,LAA,OF,$25.86,$25.00,$17,$37,$26.70,87.5
36,Tyler Glasnow,18236,14374.0,sa597835,LAD,SP,$25.17,$25.50,$14,$34,$27.40,100.0
37,Garrett Crochet,38312,27463.0,,BOS,SP,$25.17,$25.00,$10,$47,$14.60,100.0
38,Cal Raleigh,33654,21534.0,sa3008377,SEA,C,$25.04,$26.50,$18,$32,$15.00,100.0
39,Dylan Cease,21052,18525.0,sa829000,TOR,SP,$24.92,$24.00,$15,$35,$24.10,100.0
40,Alex Bregman,18480,17678.0,sa659419,CHC,3B,$24.17,$24.00,$17,$34,$23.80,100.0
41,Chris Sale,14393,10603.0,sa392121,ATL,SP,$23.67,$23.00,$14,$31,$18.30,100.0
42,Blake Snell,18460,13543.0,sa597786,LAD,SP,$23.63,$24.50,$15,$32,$18.40,100.0
43,Bo Bichette,23767,19612.0,sa917949,NYM,SS,$23.42,$23.00,$14,$38,$22.70,100.0
44,Christian Yelich,14893,11477.0,sa548190,MIL,OF,$23.35,$24.00,$16,$30,$22.00,95.833
45,Logan Gilbert,33682,22250.0,sa3008598,SEA,SP,$23.29,$21.50,$15,$36,$19.40,100.0
46,George Kirby,36671,25436.0,sa3011526,SEA,SP,$23.26,$24.00,$10,$35,$21.60,95.833
47,Spencer Strider,38736,27498.0,sa3015059,ATL,SP,$22.83,$23.00,$9,$39,$20.80,95.833
48,Cole Ragans,23625,21846.0,sa917938,KCR,SP,$22.29,$23.00,$10,$35,$14.10,100.0
49,Freddy Peralta,19168,18679.0,sa737343,NYM,SP,$21.79,$21.00,$14,$34,$19.20,100.0
50,Jackson Chourio,39277,28806.0,sa3015704,MIL,OF,$21.75,$23.00,$7,$32,$8.10,100.0
51,Jose Altuve,5918,5417.0,sa455591,HOU,2B/OF,$21.09,$20.00,$12,$35,$18.50,95.833
52,Junior Caminero,39108,28163.0,sa3015532,TBR,3B,$20.46,$20.50,$10,$34,$14.30,100.0
53,Riley Greene,36509,25976.0,sa3010694,DET,OF,$20.38,$20.50,$12,$27,$9.50,100.0
54,Willy Adames,18407,15986.0,sa736655,SFG,SS,$20.00,$18.50,$11,$32,$20.40,91.667
55,Teoscar Hernandez,23651,13066.0,sa596861,LAD,OF,$19.59,$19.00,$13,$30,$17.60,91.667
56,Nick Kurtz,45716,35110.0,sa3025385,ATH,1B,$19.42,$17.00,$11,$48,$11.80,100.0
57,James Wood,40188,29518.0,sa3016870,WSN,OF,$19.33,$18.50,$9,$35,$9.90,100.0
58,Cody Bellinger,19328,15998.0,sa737794,NYY,OF,$19.25,$19.00,$11,$27,$21.20,100.0
59,Kazuma Okamoto,48239,,sa3063134,TOR ST,1B/3B,$19.05,$20.00,$8,$26,$18.90,83.333
60,Hunter Brown,37201,25880.0,sa3010571,HOU,SP,$19.04,$18.00,$10,$42,$12.70,100.0
61,Brent Rooker,23793,19627.0,sa3003172,ATH,OF,$18.88,$19.00,$7,$40,$10.70,100.0
62,Jazz Chisholm Jr.,23762,20454.0,sa919327,NYY,2B/3B,$18.79,$19.00,$11,$27,$15.60,100.0
63,Randy Arozarena,23840,19290.0,sa914549,SEA,OF,$18.61,$19.00,$11,$28,$18.10,95.833
64,Hunter Greene,23824,22182.0,sa3005315,CIN,SP,$18.39,$18.00,$11,$28,$12.90,95.833
65,Ian Happ,18479,17919.0,sa827194,CHC,OF,$18.04,$18.00,$9,$24,$16.60,95.833
66,Jacob DeGrom,14294,10954.0,sa548447,TEX,SP,$18.00,$18.50,$10,$24,$12.40,100.0
67,Wyatt Langford,43896,33333.0,sa3022654,TEX,OF,$18.00,$18.50,$6,$31,$13.70,100.0
68,Will Smith,23654,19197.0,sa873265,LAD,C,$18.00,$17.00,$9,$29,$15.80,95.833
69,Bryan Woo,41042,30279.0,sa3018290,SEA,SP,$17.79,$16.00,$9,$35,$16.00,100.0
70,Kevin Gausman,18196,14107.0,sa548347,TOR,SP,$17.64,$17.50,$8,$31,$15.80,91.667
71,Munetaka Murakami,48240,,sa3063258,CHW ST,3B,$17.19,$16.00,$11,$27,$15.30,87.5
72,Roki Sasaki,46091,35323.0,sa3025686,LAD,SP,$17.18,$17.00,$5,$38,$9.50,91.667
73,Brandon Nimmo,18126,12927.0,sa597760,TEX,OF,$17.05,$18.00,$11,$23,$16.30,91.667
74,Sonny Gray,18113,12768.0,sa455516,BOS,SP,$17.05,$18.00,$9,$26,$15.80,91.667
75,Joe Ryan,35196,21390.0,sa3007584,MIN,SP,$17.04,$16.00,$11,$27,$12.00,100.0
76,William Contreras,22391,20503.0,sa872847,MIL,C,$16.79,$16.50,$9,$28,$17.00,100.0
77,Cristopher Sanchez,20975,20778.0,sa828749,PHI,SP,$16.29,$16.00,$8,$33,$8.90,100.0
78,Jackson Merrill,40142,29490.0,sa3016829,SDP,OF,$16.25,$15.00,$7,$30,$9.40,100.0
79,Tatsuya Imai,48241,,sa3062955,HOU ST,SP/RP,$16.24,$15.00,$9,$27,$16.00,87.5
80,Oneil Cruz,32291,21711.0,sa917318,PIT,OF,$16.22,$16.00,$8,$23,$16.30,95.833
81,Byron Buxton,18163,14161.0,sa657851,MIN,OF,$15.96,$16.00,$8,$21,$11.80,100.0
82,Vinnie Pasquantino,37094,27676.0,sa1115762,KCR,1B,$15.63,$15.00,$10,$23,$12.70,100.0
83,Bryan Reynolds,23825,19326.0,sa873683,PIT,OF,$14.73,$15.00,$7,$22,$13.70,91.667
84,Carlos Correa,18160,14162.0,sa657850,HOU,SS/3B,$14.68,$14.00,$6,$28,$13.10,91.667
85,Roman Anthony,42409,31812.0,sa3020211,BOS,OF,$14.46,$12.00,$6,$41,$10.30,100.0
86,Taylor Ward,22048,17548.0,sa858832,BAL,OF,$14.38,$12.50,$7,$26,$13.90,100.0
87,Jackson Holliday,42126,31781.0,sa3020241,BAL,2B/SS,$14.13,$13.50,$9,$21,$9.90,100.0
88,Josh Naylor,22655,18839.0,sa874243,SEA,1B,$13.92,$14.00,$8,$25,$11.10,100.0
89,Luis Castillo,23732,15689.0,sa657487,SEA,SP,$13.90,$14.00,$6,$24,$14.40,87.5
90,Mason Miller,40862,31757.0,sa3017934,SDP,RP,$13.75,$14.00,$8,$18,$10.80,100.0
91,Eury Perez,38559,27768.0,sa3014807,MIA,SP,$13.75,$13.00,$9,$27,$11.30,100.0
92,Pablo Lopez,18786,17085.0,sa736473,MIN,SP,$13.67,$18.00,$1,$29,$10.50,37.5
93,Jarren Duran,33685,24617.0,sa3006786,BOS,OF,$13.58,$13.50,$6,$19,$7.50,100.0
94,Michael Harris II,37295,25931.0,sa3010684,ATL,OF,$13.48,$13.00,$7,$18,$12.70,95.833
95,Yandy Diaz,18517,16578.0,sa823741,TBR,1B,$13.33,$13.00,$8,$21,$13.70,100.0
96,Pete Crow-Armstrong,38327,27769.0,sa3014458,CHC,OF,$13.29,$12.50,$5,$33,$8.70,100.0
97,Isaac Paredes,23831,20036.0,sa920275,HOU,3B,$13.29,$13.00,$5,$18,$17.00,100.0
98,Adley Rutschman,37257,26288.0,sa3011643,BAL,C,$13.27,$13.00,$5,$22,$9.80,91.667
99,Michael King,31751,19853.0,sa874220,SDP,SP,$13.22,$13.00,$9,$20,$15.00,95.833
100,Shane McClanahan,33647,21483.0,sa3008547,TBR,SP/RP,$13.13,$13.00,$5,$21,$15.90,95.833
101,CJ Abrams,36922,25768.0,sa3010152,WSN,SS,$13.09,$12.00,$8,$25,$6.40,95.833
102,Edwin Diaz,23601,14710.0,sa657938,LAD,RP,$13.00,$13.00,$7,$19,$12.60,100.0
103,Gleyber Torres,18487,16997.0,sa830372,DET,2B,$13.00,$12.00,$5,$21,$14.90,100.0
104,Nick Lodolo,36686,26378.0,sa917947,CIN,SP,$12.96,$11.00,$9,$37,$12.30,95.833
105,Jesus Luzardo,23741,19959.0,sa917981,PHI,SP,$12.88,$12.50,$9,$20,$10.70,100.0
106,Willson Contreras,12398,11609.0,sa508176,BOS,1B,$12.87,$13.00,$6,$26,$13.50,95.833
107,Dylan Crews,43950,33541.0,sa3022882,WSN,OF,$12.68,$12.00,$8,$22,$11.00,79.167
108,Max Muncy,18255,13301.0,sa503373,LAD,3B,$12.29,$11.50,$2,$23,$11.90,100.0
109,Steven Kwan,35824,24610.0,sa3008536,CLE,OF,$12.22,$12.00,$5,$18,$10.10,95.833
110,Carlos Rodon,18359,16137.0,sa598286,NYY,SP,$12.18,$13.00,$6,$23,$9.60,91.667
111,Brandon Lowe,31741,18882.0,sa874181,PIT,2B,$12.17,$12.00,$7,$19,$12.90,95.833
112,Shota Imanaga,44526,33829.0,sa3023346,CHC,SP,$12.14,$10.00,$4,$29,$11.50,87.5
113,Josh Hader,18391,14212.0,sa658473,HOU,RP,$12.13,$10.00,$2,$21,$6.60,95.833
114,Matt Chapman,18378,16505.0,sa828672,SFG,3B,$12.13,$10.50,$6,$27,$12.40,100.0
115,MacKenzie Gore,23810,22201.0,sa3005068,TEX,SP,$12.00,$12.00,$6,$17,$9.00,100.0
116,Nathan Eovaldi,9335,9132.0,sa455169,TEX,SP,$11.92,$11.50,$8,$16,$10.60,100.0
117,Jhoan Duran,22559,21029.0,sa873347,PHI,RP,$11.46,$11.00,$8,$17,$9.00,100.0
118,Andres Munoz,33259,20373.0,sa919548,SEA,RP,$11.46,$10.00,$8,$26,$11.00,100.0
119,Ozzie Albies,18397,16556.0,sa830219,ATL,2B,$11.43,$11.00,$5,$19,$9.60,95.833
120,Kerry Carpenter,37300,25961.0,sa3010689,DET,OF,$11.33,$10.50,$7,$21,$8.70,100.0
121,Nick Pivetta,19398,15454.0,sa737889,SDP,SP,$11.21,$10.50,$5,$17,$10.60,100.0
122,Gerrit Cole,18116,13125.0,sa454389,NYY,RP,$11.08,$9.50,$5,$25,$10.90,100.0
123,Zach Neto,42156,31347.0,sa3019855,LAA,SS,$11.04,$10.00,$6,$29,$6.60,100.0
124,Alexis Diaz,22926,21132.0,sa875576,TEX,RP,$11.00,$11.00,$11,$11,$2.40,4.167
125,Devin Williams,19268,15816.0,sa737560,NYM,RP,$11.00,$10.50,$5,$23,$11.20,100.0
126,Matt McLain,40371,29695.0,sa3017154,CIN,2B,$11.00,$10.00,$4,$22,$12.70,91.667
127,Tanner Bibee,40978,30134.0,sa3018170,CLE,SP,$10.86,$11.00,$6,$20,$12.30,91.667
128,Ryan Pepiot,37649,26221.0,sa3011244,TBR,SP,$10.83,$9.50,$7,$20,$11.10,100.0
129,George Springer,18124,12856.0,sa526414,TOR,OF,$10.75,$10.50,$3,$23,$7.20,100.0
130,Bryce Miller,40550,29837.0,sa3017414,SEA,SP,$10.67,$12.00,$2,$19,$7.80,87.5
131,Shane Baz,23794,22264.0,sa3004765,BAL,SP,$10.65,$11.00,$5,$18,$9.30,95.833
132,Ranger Suarez,31194,17277.0,sa659551,BOS,SP,$10.63,$10.50,$6,$17,$5.10,100.0
133,Luis Robert Jr.,23780,20043.0,sa3003396,NYM,OF,$10.57,$11.00,$5,$22,$10.20,87.5
134,Michael Busch,37841,26319.0,sa3011540,CHC,1B,$10.50,$9.50,$6,$25,$7.10,100.0
135,Jacob Misiorowski,42711,31623.0,sa3020644,MIL,SP,$10.13,$10.00,$3,$26,$6.00,100.0
136,Kodai Senga,42723,31838.0,,NYM,SP,$10.10,$10.00,$1,$19,$10.50,87.5
137,Sandy Alcantara,20732,18684.0,sa828383,MIA,SP,$10.08,$9.50,$5,$23,$11.30,100.0
138,Jordan Westburg,38398,27815.0,sa3014499,BAL,2B/3B,$10.04,$10.00,$1,$16,$5.60,95.833
139,Eugenio Suarez,9668,12552.0,sa505033,CIN,3B,$10.04,$9.50,$3,$24,$11.80,100.0
140,Triston Mckenzie,22675,18000.0,sa874760,SDP,SP/RP,$10.00,$10.00,$10,$10,$2.10,4.167
141,Marco Luciano,33646,25616.0,sa3010022,NYY,OF,$10.00,$10.00,$10,$10,$2.00,4.167
142,Brendan Donovan,34619,24679.0,sa3006675,SEA,2B/SS/OF,$9.96,$10.00,$6,$14,$7.80,100.0
143,Lawrence Butler,34788,22542.0,sa3006873,ATH,OF,$9.75,$9.50,$6,$17,$6.90,100.0
144,Dansby Swanson,18506,18314.0,sa659260,CHC,SS,$9.70,$9.00,$4,$19,$9.40,95.833
145,Heliot Ramos,23834,22515.0,sa3004693,SFG,OF,$9.65,$9.00,$5,$20,$11.40,95.833
146,Spencer Schwellenbach,42737,31846.0,sa3020703,ATL,SP,$9.57,$9.00,$5,$16,$6.00,95.833
147,Gavin Williams,40941,30122.0,sa3018106,CLE,SP,$9.50,$9.00,$7,$15,$6.50,100.0
148,Robbie Ray,14941,11486.0,sa549085,SFG,SP,$9.25,$8.50,$5,$16,$7.00,100.0
149,Jeremy Pena,35939,21636.0,sa876320,HOU,SS,$9.13,$8.50,$4,$18,$8.00,100.0
150,Henry Davis,40052,29617.0,sa3017042,PIT,C,$9.00,$9.00,$9,$9,$2.40,4.167
151,Brandon Woodruff,23693,16162.0,sa597893,MIL,SP,$9.00,$9.00,$5,$16,$7.00,100.0
152,Colton Cowser,39978,29591.0,sa3017018,BAL,OF,$9.00,$8.00,$4,$17,$8.70,87.5
153,Shea Langeliers,36669,25816.0,sa3010329,ATH,C,$8.88,$7.00,$3,$28,$6.90,100.0
154,Aaron Nola,18357,16149.0,sa599230,PHI,SP,$8.86,$8.00,$3,$17,$8.60,87.5
155,Royce Lewis,23796,20437.0,sa3004259,MIN,3B,$8.77,$8.50,$1,$16,$5.40,91.667
156,Colt Keith,38374,27899.0,sa3014474,DET,1B/2B/3B,$8.75,$8.00,$6,$12,$7.50,100.0
157,Ezequiel Tovar,35628,24064.0,sa3008239,COL,SS,$8.75,$9.00,$4,$14,$8.60,100.0
158,Shane Bieber,23814,19427.0,sa873698,TOR,SP,$8.67,$8.50,$2,$14,$5.60,100.0
159,Cam Schlittler,43589,32095.0,sa3021981,NYY,SP,$8.63,$8.00,$4,$19,$6.50,100.0
160,Zac Gallen,23779,19291.0,sa857550,ARI,SP,$8.55,$7.00,$2,$26,$6.90,91.667
161,Jo Adell,23792,20220.0,sa3004837,LAA,OF,$8.50,$8.00,$3,$21,$9.80,100.0
162,Bryan Abreu,20900,16609.0,sa828588,HOU,RP,$8.50,$9.00,$4,$13,$6.20,100.0
163,Tyler Soderstrom,38388,27467.0,sa3014489,ATH,1B/OF,$8.38,$7.50,$3,$22,$7.20,100.0
164,Chase Burns,45706,35333.0,sa3028086,CIN,SP/RP,$8.38,$7.50,$3,$21,$6.40,100.0
165,Corbin Burnes,23813,19361.0,sa873673,ARI,SP,$8.36,$8.00,$2,$21,$5.90,91.667
166,Jack Flaherty,20920,17479.0,sa828681,DET,SP,$8.32,$8.00,$2,$15,$9.00,91.667
167,Drew Rasmussen,35922,25385.0,sa829799,TBR,SP,$8.25,$7.50,$5,$16,$3.90,100.0
168,Kyle Stowers,37480,26151.0,sa1115829,MIA,OF,$8.21,$7.00,$3,$25,$7.90,100.0
169,Nolan McLean,44336,33703.0,sa3023053,NYM,SP,$8.13,$8.00,$3,$17,$6.80,100.0
170,Salvador Perez,8626,7304.0,sa392995,KCR,C/1B,$8.10,$8.00,$4,$13,$7.30,87.5
171,Connelly Early,44515,33666.0,sa3023308,BOS,SP/RP,$8.09,$8.00,$2,$18,$7.30,95.833
172,Grayson Rodriguez,33612,24492.0,sa3008130,LAA,RP,$8.05,$7.00,$1,$14,$5.80,91.667
173,Jac Caglianone,45720,35041.0,sa3025245,KCR,1B/OF,$8.00,$7.00,$3,$21,$6.80,100.0
174,Marcus Semien,18263,12533.0,sa546772,NYM,2B,$7.95,$6.00,$2,$26,$6.90,87.5
175,Wilyer Abreu,27058,23772.0,sa3005082,BOS,OF,$7.92,$7.50,$4,$12,$6.30,100.0
176,Samuel Basallo,39288,28824.0,sa3015716,BAL,C/1B,$7.83,$7.00,$4,$12,$5.50,100.0
177,Jordan Lawlar,40260,29976.0,sa3017662,ARI,2B/SS/3B,$7.82,$8.00,$2,$12,$7.90,91.667
178,Reese Olson,35808,24968.0,sa3008513,DET,SP,$7.77,$7.00,$4,$14,$5.90,54.167
179,Jung Hoo Lee,44524,33824.0,sa3012640,SFG,OF,$7.75,$7.50,$1,$16,$5.80,83.333
180,Kyle Bradish,35874,24586.0,sa3008605,BAL,SP,$7.71,$8.00,$3,$23,$5.50,100.0
181,Colson Montgomery,40262,29712.0,sa3017170,CHW,SS/3B,$7.71,$7.00,$3,$19,$7.30,100.0
182,Jonathan Aranda,33217,21837.0,sa919293,TBR,1B,$7.65,$7.00,$4,$15,$5.40,95.833
183,Bryson Stott,37531,26294.0,sa3011443,PHI,2B/SS,$7.65,$8.00,$2,$13,$6.40,83.333
184,Jacob Wilson,44003,33266.0,sa3022538,ATH,SS,$7.58,$7.00,$3,$18,$4.20,100.0
185,Brice Turang,33634,22186.0,sa3008294,MIL,2B,$7.50,$6.50,$3,$23,$7.00,100.0
186,Travis Bazzana,45709,,sa3025129,CLE ST,2B,$7.48,$6.00,$4,$15,$5.30,95.833
187,Spencer Steer,37216,26323.0,sa3010586,CIN,1B/OF,$7.45,$7.00,$2,$14,$5.30,91.667
188,Ben Rice,40255,29576.0,sa3016974,NYY,C/1B,$7.42,$7.00,$3,$24,$5.50,100.0
189,Jasson Dominguez,37635,28080.0,sa3014696,NYY,OF,$7.39,$7.00,$2,$14,$4.30,95.833
190,Trey Yesavage,45790,35456.0,sa3045705,TOR,SP/RP,$7.38,$7.00,$3,$17,$3.90,100.0
191,Hunter Goodman,40389,29715.0,sa3017173,COL,C,$7.38,$6.00,$3,$22,$6.60,100.0
192,Ivan Herrera,26099,20599.0,sa3003191,STL,C,$7.33,$6.50,$3,$16,$7.60,100.0
193,Matt Wallner,37174,26466.0,sa918808,MIN,OF,$7.33,$7.00,$4,$13,$6.00,100.0
194,Justin Steele,21039,17312.0,sa828960,CHC,RP,$7.26,$8.00,$2,$12,$5.70,95.833
195,Adolis García,23745,19287.0,sa908695,PHI,OF,$7.24,$6.00,$2,$20,$4.90,87.5
196,Geraldo Perdomo,26198,22799.0,sa3003290,ARI,SS,$7.21,$6.00,$3,$20,$5.10,100.0
197,Bubba Chandler,40564,29868.0,sa3017428,PIT,SP/RP,$7.17,$7.00,$3,$15,$5.70,100.0
198,Francisco Alvarez,37427,26121.0,sa3010862,NYM,C,$7.13,$7.00,$1,$13,$5.60,95.833
199,Yainer Diaz,26292,23003.0,sa3003386,HOU,C,$7.04,$8.00,$1,$10,$5.50,95.833
200,Cade Smith,38754,27867.0,sa3015086,CLE,RP,$7.00,$6.00,$5,$16,$4.90,100.0
201,Jakob Junis,23787,13619.0,sa602414,TEX,RP,$7.00,$7.00,$7,$7,$1.90,4.167
202,Kyle Manzardo,40508,29794.0,sa3017342,CLE,1B,$6.96,$7.00,$2,$11,$5.10,100.0
203,Marcelo Mayer,40095,29668.0,sa3017114,BOS,2B/SS/3B,$6.96,$7.00,$4,$11,$4.40,100.0
204,Griffin Jax,31438,20253.0,sa738570,TBR,RP,$6.95,$7.00,$5,$11,$7.60,91.667
205,Jose Soriano,32009,22100.0,sa916702,LAA,SP,$6.95,$7.00,$3,$11,$7.60,91.667
206,Drake Baldwin,42221,31539.0,sa3019920,ATL,C,$6.87,$6.00,$3,$15,$4.60,95.833
207,Ryan Helsley,22651,18138.0,sa874172,BAL,RP,$6.86,$6.00,$2,$16,$5.50,91.667
208,Nico Hoerner,33627,21479.0,sa3007867,CHC,2B,$6.79,$7.00,$3,$13,$6.30,100.0
209,Christian Walker,18389,13419.0,sa503826,HOU,1B,$6.76,$7.00,$1,$18,$4.10,87.5
210,Noelvi Marte,36030,26517.0,sa3008745,CIN,3B/OF,$6.75,$6.50,$1,$14,$6.20,100.0
211,Braxton Ashcraft,35776,23793.0,sa3008470,PIT,SP/RP,$6.67,$7.00,$3,$11,$8.10,100.0
212,Raisel Iglesias,18422,17130.0,sa830702,ATL,RP,$6.59,$6.00,$1,$22,$4.30,91.667
213,Daylen Lile,40714,29995.0,sa3017698,WSN,OF,$6.58,$6.50,$3,$12,$8.50,100.0
214,Xander Bogaerts,13117,12161.0,sa550735,SDP,SS,$6.55,$5.50,$1,$16,$5.50,83.333
215,Lane Thomas,21041,16939.0,sa828962,KCR,OF,$6.50,$6.50,$6,$7,$2.70,8.333
216,Jared Jones,38361,27863.0,sa3014459,PIT,RP,$6.46,$5.00,$1,$14,$3.60,100.0
217,Ceddanne Rafaela,33907,24262.0,sa3005581,BOS,2B/OF,$6.46,$7.00,$2,$12,$6.50,100.0
218,Alec Burleson,38368,27615.0,sa3014466,STL,1B/OF,$6.38,$5.50,$4,$10,$5.20,100.0
219,Jeremiah Estrada,27208,22210.0,sa3005339,SDP,RP,$6.36,$6.00,$5,$10,$5.70,91.667
220,Carter Jensen,40505,29478.0,sa3017339,KCR,C,$6.23,$6.50,$3,$12,$9.20,91.667
221,Luis Arraez,20545,18568.0,sa828153,SFG,1B/2B,$6.20,$6.00,$1,$12,$5.60,83.333
222,Evan Carter,38389,27790.0,sa3014490,TEX,OF,$6.19,$6.00,$1,$13,$5.10,87.5
223,Clay Holmes,23790,13649.0,sa598167,NYM,SP,$6.14,$6.50,$1,$13,$5.90,91.667
224,Ryan O'Hearn,21156,16442.0,sa829141,PIT,1B/OF,$6.13,$5.00,$2,$18,$5.10,95.833
225,TJ Friedl,23788,19522.0,sa943754,CIN,OF,$6.13,$7.00,$1,$11,$5.60,95.833
226,Trevor Megill,20989,17722.0,sa828803,MIL,RP,$6.13,$5.00,$3,$12,$5.10,100.0
227,Alec Bohm,33609,21618.0,sa3007284,PHI,1B/3B,$6.10,$6.00,$1,$14,$4.20,87.5
228,Cam Smith,45714,35108.0,sa3025358,HOU,OF,$6.10,$5.00,$3,$16,$5.80,87.5
229,Edward Cabrera,33325,21690.0,sa920423,CHC,SP,$6.08,$5.00,$3,$13,$5.30,100.0
230,Luke Keaschall,44057,33321.0,sa3022614,MIN,2B,$6.08,$5.00,$3,$15,$6.30,100.0
231,Sal Stewart,42358,31505.0,sa3020130,CIN,1B/3B,$6.04,$5.00,$3,$20,$5.80,100.0
232,Andrew Painter,40829,30091.0,sa3017880,PHI,SP,$6.04,$6.00,$3,$13,$3.90,100.0
233,Spencer Torkelson,38320,27465.0,sa3014504,DET,1B,$6.04,$6.00,$3,$13,$5.60,100.0
234,Daniel Schneemann,34843,25180.0,sa3006936,CLE,2B/SS/3B/OF,$6.00,$6.00,$6,$6,$2.60,4.167
235,Ronel Blanco,33194,19407.0,sa919082,HOU,SP,$6.00,$6.00,$6,$6,$2.00,8.333
236,Hayden Birdsong,42552,31635.0,sa3020409,SFG,SP/RP,$6.00,$6.00,$6,$6,$3.20,4.167
237,Robert Suarez,22078,30115.0,sa869798,ATL,RP,$5.95,$6.00,$2,$11,$5.50,91.667
238,Cade Horton,42719,31872.0,sa3020860,CHC,SP,$5.92,$6.00,$3,$14,$3.90,100.0
239,Trevor Rogers,33607,22286.0,sa3005423,BAL,SP,$5.92,$5.00,$3,$13,$4.70,100.0
240,Carson Benge,45947,,sa3025452,NYM ST,OF,$5.92,$5.50,$2,$14,$6.50,100.0
241,Jorge Polanco,13217,13152.0,sa548087,NYM,2B/3B,$5.92,$5.00,$3,$15,$5.70,100.0
242,Pete Fairbanks,20435,17998.0,sa827454,MIA,RP,$5.86,$5.00,$2,$10,$4.60,87.5
243,Andy Pages,33949,24816.0,sa3005625,LAD,OF,$5.83,$6.00,$3,$11,$3.20,100.0
244,Aroldis Chapman,5644,10233.0,sa523977,BOS,RP,$5.83,$5.50,$3,$13,$3.00,100.0
245,Trevor Story,18153,12564.0,sa597765,BOS,SS,$5.75,$6.00,$2,$11,$2.70,100.0
