FG ID,Team,W,L,QS,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,HBP,SO,WAR,ADP,POS,Ottoneu ID,Ottoneu Positions,Name
19481,ATH,2.925558,2.180756,0.0,48.572419999999994,0.0,0.49806779999999995,6.5772639999999996,50.25824,218.92399999999998,44.514179999999996,26.259259999999998,23.7905,6.059652,25.14466,3.213426,50.32212,-0.00595798,999.0,['RP'],31004,RP,Tyler Ferguson
19493,ATH,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.944713,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.00711482,999.0,['RP'],31739,RP,Zach Jackson
19524,PHI,1.0283380000000002,0.6244979999999999,0.886177,12.34366,2.010218,0.0421638,0.8690332000000001,21.83424,92.61472,21.473779999999998,12.26556,11.26832,3.95965,7.446994,0.6002458,17.8604,0.03426796,999.0,"['RP', 'SP']",23349,SP/RP,Alan Rangel
19531,SFG,1.629884,1.5920960000000002,0.0,26.50034,0.0,0.02643114,1.1830720000000001,26.7782,112.39178,25.70466,11.7359,10.845004,2.46789,8.259878,0.9507094,23.32382,0.15055612,999.0,['RP'],31937,RP,Jason Foley
19558,ATH,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.36087,6.000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.000513694,999.0,['RP'],31814,RP,Geoff Hartlieb
19569,NYY,4.12444,3.747048,0.0,62.7902,0.0,32.3646,1.8290840000000002,63.408379999999994,258.9924,48.8271,24.74076,22.729480000000002,6.8698,22.364199999999997,2.5425240000000002,76.18642,0.916412,64.19000244140625,['RP'],31951,RP,David Bednar
19574,STL,3.984802,3.3397080000000003,0.0,62.19436,0.0,12.08238,14.253899999999998,62.335660000000004,263.7946,56.23246,27.43544,25.3686,5.699184000000001,24.31474,2.71467,58.861599999999996,0.47941100000000003,465.5,['RP'],23818,RP,JoJo Romero
19588,SEA,0.05441616,0.22116660000000002,0.0,6.55832,0.0,0.0032556539999999998,0.8003194,6.71333,29.28224,6.507446,3.50821,3.3555520000000003,0.8977774,2.69886,0.252129,5.91334,-0.02637136,999.0,['RP'],33513,RP,Guillo Zuñiga
19614,WSN,2.52018,2.516172,0.0,53.53938,0.0,1.6695380000000002,11.44172,54.00954,239.3796,52.217240000000004,28.33458,26.22778,4.534976,28.19718,2.94555,45.78896,0.03624545999999999,999.0,['RP'],23709,RP,Cionel Perez
19618,CHW,3.037036,3.351996,0.17625659999999999,55.903639999999996,0.2817306,1.65701,9.135548,60.017120000000006,263.3876,56.00882,29.06892,26.80744,5.876754,27.08068,3.816432,56.69672,0.2058105,999.0,['RP'],23864,SP/RP,Jordan Hicks
19646,SDP,1.981688,1.977704,0.5384724,32.991820000000004,0.736374,0.0,1.241362,38.67508,165.8536,37.00296,21.20942,19.44864,5.4983640000000005,14.5755,1.890866,32.40958,-0.015733020000000004,999.0,['RP'],32852,SP/RP,Kyle Hart
19665,CHC,0.689896,0.899875,0.511917,6.37549,1.85566,0.0,0.0,16.971,73.9638,16.555,9.56701,8.80165,2.07827,7.0704,0.9528940000000001,14.9567,0.124975,999.0,['SP'],23791,SP/RP,Kyle Wright
19666,HOU,2.1948559999999997,1.8409719999999998,2.4401520000000003,20.51178,5.479874,0.0660024,0.9628774,44.475860000000004,194.2102,46.17712,24.84824,22.79634,6.45075,15.358519999999999,2.173856,34.19326,0.1811256,999.0,['SP'],26373,SP/RP,Jason Alexander
19677,PIT,3.107578,3.188616,0.0,61.03432000000001,0.0,4.079056,15.938660000000002,59.90704000000001,257.7888,52.9373,26.473779999999998,24.35588,5.099743999999999,24.656,4.069806,64.35534,0.5676538,737.3599853515625,['RP'],19136,RP,Gregory Soto
19680,MIA,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.38826,11.0,3.0000000000000004,1.0,1.0,0.0,1.0,0.0,2.0,0.0128125,999.0,['SP'],22611,RP,Sixto Sanchez
19695,TOR,0.6681076,1.215896,0.0,11.393282,0.08873099999999999,0.0,0.7696528,12.34478,54.72028,12.849419999999999,7.50549,6.793051999999999,2.2881600000000004,4.259005999999999,0.7845291999999999,10.084784,-0.03020388,999.0,['RP'],31524,SP/RP,Connor Seabold
19712,TEX,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.82866,8.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.00400207,999.0,['RP'],19295,RP,Patrick Murphy
19716,STL,7.834208,8.141382,10.96858,31.632420000000003,24.795560000000002,0.0,0.5689066,150.72820000000002,643.449,142.8628,79.19868,72.84674,18.517339999999997,57.006,8.692868,132.0784,1.5648140000000001,476.6499938964844,['SP'],32611,SP,Dustin May
19731,TBR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.29479,6.000000000000001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.00548549,999.0,['RP'],26847,RP,Kodi Whitley
19742,MIA,3.559,3.248454,0.0,59.95660000000001,0.0,1.5349599999999999,14.81898,60.19072,255.38099999999997,54.22668,27.62298,25.47718,6.095286,23.550159999999998,3.0530340000000002,57.51792,0.3222096,999.0,['RP'],32871,RP,Anthony Bender
19753,ARI,2.8843180000000004,2.575068,0.0,53.94744,0.0,2.5236266,10.224994,55.262879999999996,236.125,53.762280000000004,25.82452,23.85452,5.855484000000001,18.18482,2.8026780000000002,47.4896,0.16525473999999998,999.0,['RP'],19197,RP,Jonathan Loaisiga
19754,SFG,1.344298,1.174354,0.0,21.66524,0.0,0.0,1.444048,22.96724,99.1796,23.81646,11.45178,10.423639999999999,2.4090860000000003,7.654212,1.06213,17.068260000000002,0.052949992,999.0,['RP'],23491,RP,Reiver Sanmartin
19755,LAD,8.650984000000001,5.3979479999999995,10.436138,22.22408,22.22408,0.0,0.0,113.53200000000001,461.3924,89.44512,44.82064,41.01102,13.357600000000001,36.31674,4.748912000000001,135.8472,2.5438739999999997,1.25,['SP'],33600,Util/SP,Shohei Ohtani
19766,ATH,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.26412,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.00606392,999.0,['RP'],26382,RP,Seth Elledge
