FG ID,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,HBP,SF,WAR,ADP,POS,Ottoneu ID,Ottoneu Positions,Name
13419,HOU,135.3322,574.8732,514.9044,119.4696,71.56505999999999,22.156100000000002,0.866632,24.881880000000002,66.5817,76.8328,46.892340000000004,8.208968,4.561114,1.248772,211.0099945068359,['1B'],18389,1B,Christian Walker
13510,CLE,153.19899999999998,660.9760000000001,586.9621999999999,158.2726,95.73924,33.37378,2.936328,25.823059999999998,89.81658,87.2029,64.25438,4.685144,5.328938,4.80339,6.070000171661377,['3B'],18284,3B,José Ramírez
13602,SEA,2.0,7.0,6.000000000000001,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.00875624,999.0,"['3B', '1B']",23766,Util,Patrick Wisdom
13611,LAD,145.9312,633.4578,556.6852000000001,147.7548,94.04484,29.89344,2.284856,21.53194,87.91554,81.58598,66.56614,4.951500000000001,5.32574,4.201942,58.68000030517578,"['OF', 'SS']",18276,SS,Mookie Betts
13613,ARI,142.7742,621.9328,543.1132,148.05599999999998,88.35916,30.08686,2.25752,26.95258,87.26006,85.22604000000001,67.0672,6.854668,4.544385999999999,4.563289999999999,32.02000045776367,['2B'],18466,2B,Ketel Marte
13620,CHC,94.81246,367.4764,325.4952,76.1183,51.097179999999994,13.15076,0.8888031999999999,11.381599999999999,40.4063,41.2378,34.35164,3.995374,2.930724,1.89399,632.9099731445312,['C'],23714,C,Carson Kelly
13621,LAA,30.80444,127.3766,114.9822,23.977800000000002,14.56624,5.360028,0.0981606,3.5533840000000003,12.543320000000001,13.66138,9.600368,1.644326,1.119082,-0.03294159999999999,999.0,"['3B', '1B']",23582,1B/3B,Jeimer Candelario
13624,TEX,126.3332,543.9564,475.6608,130.3256,77.87956,24.75716,0.2194146,27.469279999999998,72.97528,79.53934,59.82018,4.63649,3.720136,4.754538,95.56999969482422,['SS'],18216,SS,Corey Seager
13675,NYM,70.50144,278.0178,254.66340000000002,57.73152,37.17592,13.04998,2.092478,5.813118,31.5901,28.060760000000002,14.94184,5.200927999999999,1.945832,0.29328010000000004,999.0,['OF'],18254,OF,Tyrone Taylor
13723,BAL,30.0516,99.5571,89.1107,17.9857,12.7709,3.33135,0.172895,1.7104799999999998,8.99419,8.66083,7.76609,1.49227,0.506169,0.000627426,999.0,['C'],27620,C,Jacob Stallings
13755,DET,4.7774339999999995,17.814220000000002,16.55994,3.79449,2.9110940000000003,0.2798556,0.00420672,0.19933019999999999,1.484398,1.4269660000000002,0.966307,0.05289684,0.0449799,-0.00045387399999999994,999.0,['C'],23826,C,Tomás Nido
13757,LAA,27.990457142857142,105.87985714285716,93.95557142857143,19.974285714285713,13.350371428571428,3.889642857142857,0.12957685714285716,2.604714285714286,11.442414285714285,10.343485714285716,9.3436,1.6732857142857145,0.8305485714285715,0.08404066000000002,999.0,['OF'],18341,2B/OF,Chris Taylor
13768,NYM,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000338448,999.0,['OF'],18439,OF,Travis Jankowski
13770,SEA,62.1743,246.5384,216.3188,51.35248,33.05516,10.159634,0.2216658,7.515998,28.8127,28.56532,24.80106,3.466708,1.80941,0.468001,999.0,"['DH', 'OF']",18345,OF,Rob Refsnyder
13897,TOR,40.82562,148.81719999999999,130.3962,28.61412,20.62834,5.245146,0.42366719999999997,2.316962,15.56074,12.7495,11.996500000000001,3.151974,0.9848098,0.6042888,999.0,['C'],30520,C,Tyler Heineman
14111,SFG,5.24565,19.560280000000002,18.01542,4.000338,2.919644,0.35727119999999996,0.01423308,0.3091866,1.7071900000000002,1.7510019999999997,1.3902160000000001,0.05841125999999999,0.03263718,0.03769634,999.0,['C'],29522,C,Eric Haase
14161,MIN,125.017,538.6532,484.122,122.00459999999998,64.50648000000001,25.24886,3.82852,28.42092,78.96302,76.8092,41.701719999999995,8.524716,3.967312,3.46287,72.52999877929688,['OF'],18163,OF,Byron Buxton
14162,HOU,129.9884,554.2194,496.051,130.8022,88.71116,24.86564,0.8769309999999999,16.348399999999998,65.4445,64.47568,50.46002,3.078906,3.709696,2.882734,281.04998779296875,"['3B', 'SS']",18160,SS/3B,Carlos Correa
